ticker,company_name,year,target,source_class,ttc_logit,ttc_ensemble,ttc_best_model
002232.SZ,QIMING INFORMATION,2017,0,active,0.0007894648253701425,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2018,0,active,0.0013210371588944418,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2019,0,active,0.0010765910679378875,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2020,0,active,0.0006683184306165586,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2021,0,active,0.003599554403847149,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2022,0,active,0.0034907584697551866,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2023,0,active,2.4615750737889976e-05,0.0,Random Forest
002232.SZ,QIMING INFORMATION,2024,0,active,0.0001833714758657667,0.0,Random Forest
002253.SZ,WISESOFT,2014,0,active,0.010197773817784781,0.002465679190751445,Random Forest
002253.SZ,WISESOFT,2015,0,active,0.0023475753549578506,0.0,Random Forest
002253.SZ,WISESOFT,2016,0,active,0.0022245999714935044,0.0,Random Forest
002253.SZ,WISESOFT,2017,0,active,0.0022159643219945577,0.0,Random Forest
002253.SZ,WISESOFT,2018,0,active,0.001480306610440289,0.0,Random Forest
002253.SZ,WISESOFT,2019,0,active,0.0004296611976136932,0.0,Random Forest
002253.SZ,WISESOFT,2020,0,active,1.9934225926218247e-06,0.0,Random Forest
002253.SZ,WISESOFT,2021,0,active,5.8703955806882035e-06,0.0,Random Forest
002253.SZ,WISESOFT,2022,0,active,6.705212286840914e-07,0.0,Random Forest
002253.SZ,WISESOFT,2023,0,active,4.703475258870872e-06,0.0,Random Forest
002253.SZ,WISESOFT,2024,0,active,7.105817907418931e-07,0.0,Random Forest
002261.SZ,TALKWEB,2014,0,active,0.00023772539925495762,0.0,Random Forest
002261.SZ,TALKWEB,2015,0,active,0.0068823357840994,0.0,Random Forest
002261.SZ,TALKWEB,2016,0,active,0.0190567302653008,0.0,Random Forest
002261.SZ,TALKWEB,2017,0,active,0.011186368403216624,0.0,Random Forest
002261.SZ,TALKWEB,2018,0,active,0.005771177935209565,0.0,Random Forest
002261.SZ,TALKWEB,2019,0,active,0.0012210211652323776,0.0,Random Forest
002261.SZ,TALKWEB,2020,0,active,0.0016397495949425803,0.0,Random Forest
002261.SZ,TALKWEB,2021,0,active,0.00027957136997221275,0.0,Random Forest
002261.SZ,TALKWEB,2022,0,active,0.001299468765100494,0.0,Random Forest
002261.SZ,TALKWEB,2023,0,active,0.0011492421721951034,0.0,Random Forest
002261.SZ,TALKWEB,2024,0,active,0.00011104876072278098,0.0,Random Forest
002264.SZ,NHD,2014,0,active,0.0016698213028627348,0.012303496271607893,Random Forest
002264.SZ,NHD,2015,0,active,0.00041296028737397713,0.002465679190751445,Random Forest
002264.SZ,NHD,2016,0,active,0.004891701930224469,0.0,Random Forest
002264.SZ,NHD,2017,0,active,0.003613296778666611,0.012295004717389247,Random Forest
002264.SZ,NHD,2018,0,active,0.005321418447072635,0.002465679190751445,Random Forest
002264.SZ,NHD,2019,0,active,0.0006891849121938476,0.002465679190751445,Random Forest
002264.SZ,NHD,2020,0,active,0.00023413356677267328,0.0,Random Forest
002264.SZ,NHD,2021,0,active,0.00030216703459509767,0.0,Random Forest
002264.SZ,NHD,2022,0,active,0.005549268196387369,0.0,Random Forest
002264.SZ,NHD,2023,0,active,0.002643664530725602,0.0,Random Forest
002264.SZ,NHD,2024,0,active,0.002217333463895895,0.0,Random Forest
